path,absolutePath,bytes,files,directBytes,directFiles,directories,readErrors,skippedReparsePoints,status,condition,trackedFiles,parentRow,external
artifacts/yygc-unified/u6/source/Game/Library/PackageCache/com.unity.pipeline@9bb4172c603c/Editor/Commands/Build,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\source\Game\Library\PackageCache\com.unity.pipeline@9bb4172c603c\Editor\Commands\Build,63211,8,63211,8,0,0,0,inside_denied,属于已拒绝目录的子产物；只列细项，不单独删除,0,artifacts/yygc-unified/u6/source/Game/Library/PackageCache,False
artifacts/yygc-unified/u6/source/Game/Library/PackageCache/com.unity.scriptablebuildpipeline@89e4d50eb709/Tests/Editor/Build,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\source\Game\Library\PackageCache\com.unity.scriptablebuildpipeline@89e4d50eb709\Tests\Editor\Build,4076,2,4076,2,0,0,0,inside_denied,属于已拒绝目录的子产物；只列细项，不单独删除,0,artifacts/yygc-unified/u6/source/Game/Library/PackageCache,False
artifacts/yygc-unified/u6/source/Game/Library/PackageCache/com.unity.test-framework@76560ee600cb/UnityEditor.TestRunner/TestRun/Tasks/Player,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\source\Game\Library\PackageCache\com.unity.test-framework@76560ee600cb\UnityEditor.TestRunner\TestRun\Tasks\Player,660,2,660,2,0,0,0,inside_denied,属于已拒绝目录的子产物；只列细项，不单独删除,0,artifacts/yygc-unified/u6/source/Game/Library/PackageCache,False
artifacts/yygc-unified/u6/source/Game/Library/ScriptAssemblies,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\source\Game\Library\ScriptAssemblies,43132212,272,43132212,272,0,0,0,inside_denied,属于已拒绝目录的子产物；只列细项，不单独删除,0,artifacts/yygc-unified/u6/source/Game/Library,False
artifacts/yygc-unified/u6/source/Game/Library/ShaderCache,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\source\Game\Library\ShaderCache,16698092,4213,7792,1,583,0,0,inside_denied,属于已拒绝目录的子产物；只列细项，不单独删除,0,artifacts/yygc-unified/u6/source/Game/Library,False
artifacts/yygc-unified/u6/source/Game/Library/UCBPBlobStorage/temp,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\source\Game\Library\UCBPBlobStorage\temp,0,0,0,0,0,0,0,inside_denied,属于已拒绝目录的子产物；只列细项，不单独删除,0,artifacts/yygc-unified/u6/source/Game/Library,False
artifacts/yygc-unified/u6/source/Game/Logs,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\source\Game\Logs,68321,2,68321,2,0,0,0,inside_denied,属于已拒绝目录的子产物；只列细项，不单独删除,0,artifacts/yygc-unified/u6/source,False
artifacts/yygc-unified/u6/source/Game/Packages,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\source\Game\Packages,3937783,676,21571,2,35,0,0,inside_denied,属于已拒绝目录的子产物；只列细项，不单独删除,0,artifacts/yygc-unified/u6/source,False
docs,D:\Developer\MiniGames\Dark Nights\unity-projects\docs,1140363,79,478456,35,2,0,0,retain_source,仓库源码／配置；不属于自动清理范围,78,.,False
experiments,D:\Developer\MiniGames\Dark Nights\unity-projects\experiments,3490011,739,0,0,126,0,0,retain_source,仓库源码／配置；不属于自动清理范围,712,.,False
experiments/aseprite-pixel-crew,D:\Developer\MiniGames\Dark Nights\unity-projects\experiments\aseprite-pixel-crew,679970,82,10146,4,7,0,0,retain_source,研究／工具源文件；仅其明确的 bin、obj、缓存等派生子项可清理,82,experiments,False
experiments/blender-pixel-crew,D:\Developer\MiniGames\Dark Nights\unity-projects\experiments\blender-pixel-crew,2810041,657,16350,8,117,0,0,retain_source,研究／工具源文件；仅其明确的 bin、obj、缓存等派生子项可清理,630,experiments,False
experiments/blender-pixel-crew/scripts/__pycache__,D:\Developer\MiniGames\Dark Nights\unity-projects\experiments\blender-pixel-crew\scripts\__pycache__,183717,24,183717,24,0,0,0,rebuildable,编译／Python 缓存；确认无占用及所需工具输出已保存后可清理,0,experiments/blender-pixel-crew,False
Game,D:\Developer\MiniGames\Dark Nights\unity-projects\Game,6947349264,56242,11403147,185,3808,0,0,contains_denied,含已拒绝子项，不能整体删除；非受限子项另按条件列账,2611,.,False
Game/.idea,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\.idea,8795,4,0,0,2,0,0,retain_source,正式资源、依赖配置或用户设置；不能按内部 bin／build 等目录名判断可清理,0,Game,False
Game/Assets,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Assets,28071372,2610,93175,25,241,0,0,retain_source,正式资源、依赖配置或用户设置；不能按内部 bin／build 等目录名判断可清理,2582,Game,False
Game/Build,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Build,111419823,237,40888752,6,25,0,0,rebuildable,本机 Unity 中间产物；先保存日志与场景恢复备份，确认无活动进程,0,Game,False
Game/Build/DNights_BurstDebugInformation_DoNotShip,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Build\DNights_BurstDebugInformation_DoNotShip,245227,1,0,0,3,0,0,retain_source,正式资源、配置、用户编辑器设置或生成输入；不可按目录名整批清理,0,Game/Build,False
Game/Library,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library,6714126622,52947,136601324,33,3390,0,0,contains_denied,含已拒绝子项，不能整体删除；非受限子项另按条件列账,0,Game,False
Game/Library/APIUpdater,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library\APIUpdater,3168924,12,36154,1,1,0,0,reimportable,Unity 导入／编译缓存；Editor 关闭后可重建，后续导入有时间与空间代价,0,Game/Library,False
Game/Library/Artifacts,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library\Artifacts,214274763,5132,0,0,256,0,0,reimportable,Unity 导入／编译缓存；Editor 关闭后可重建，后续导入有时间与空间代价,0,Game/Library,False
Game/Library/Bee,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library\Bee,4115127115,7214,231167006,75,35,0,0,contains_denied,含已拒绝子项，不能整体删除；非受限子项另按条件列账,0,Game/Library,False
Game/Library/Bee/artifacts/WinPlayerBuildProgram,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library\Bee\artifacts\WinPlayerBuildProgram,3642112284,1974,354,1,20,0,0,policy_denied,自动审批已拒绝；不重试、不经父目录或其他工具绕过,0,Game/Library/Bee,False
Game/Library/Bee/artifacts/WinPlayerBuildProgram/il2cppOutput/build,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library\Bee\artifacts\WinPlayerBuildProgram\il2cppOutput\build,611894768,11,601738672,3,3,0,0,inside_denied,属于已拒绝目录的子产物；只列细项，不单独删除,0,Game/Library/Bee/artifacts/WinPlayerBuildProgram,False
Game/Library/BuildCache,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library\BuildCache,43019421,203,0,0,218,0,0,reimportable,Unity 导入／编译缓存；Editor 关闭后可重建，后续导入有时间与空间代价,0,Game/Library,False
Game/Library/BuildInstructions,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library\BuildInstructions,0,0,0,0,0,0,0,reimportable,Unity 导入／编译缓存；Editor 关闭后可重建，后续导入有时间与空间代价,0,Game/Library,False
Game/Library/BuildPlayerData,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library\BuildPlayerData,4037344,3,0,0,2,0,0,reimportable,Unity 导入／编译缓存；Editor 关闭后可重建，后续导入有时间与空间代价,0,Game/Library,False
Game/Library/BuildPlayerData/Player,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library\BuildPlayerData\Player,1778763,2,1778763,2,0,0,0,reimportable,Unity 导入／编译缓存；Editor 关闭后可重建，后续导入有时间与空间代价,0,Game/Library/BuildPlayerData,False
Game/Library/BuildProfiles,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library\BuildProfiles,3465,2,3465,2,0,0,0,reimportable,Unity 导入／编译缓存；Editor 关闭后可重建，后续导入有时间与空间代价,0,Game/Library,False
Game/Library/BurstCache,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library\BurstCache,321009017,2610,16,1,6,0,0,reimportable,Unity 导入／编译缓存；Editor 关闭后可重建，后续导入有时间与空间代价,0,Game/Library,False
Game/Library/com.unity.addressables,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library\com.unity.addressables,14039201,38,775074,2,6,0,0,reimportable,Unity 导入／编译缓存；Editor 关闭后可重建，后续导入有时间与空间代价,0,Game/Library,False
Game/Library/com.unity.ide.rider,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library\com.unity.ide.rider,527,1,527,1,0,0,0,reimportable,Unity 导入／编译缓存；Editor 关闭后可重建，后续导入有时间与空间代价,0,Game/Library,False
Game/Library/InputSystem,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library\InputSystem,14445,1,14445,1,0,0,0,reimportable,Unity 导入／编译缓存；Editor 关闭后可重建，后续导入有时间与空间代价,0,Game/Library,False
Game/Library/PackageCache,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library\PackageCache,1754136632,33082,0,0,2180,0,0,reimportable,Unity 导入／编译缓存；Editor 关闭后可重建，后续导入有时间与空间代价,0,Game/Library,False
Game/Library/PackageCache/com.unity.addressables@ce3e2b3f7c84/Editor/Build,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library\PackageCache\com.unity.addressables@ce3e2b3f7c84\Editor\Build,605346,96,238631,48,4,0,0,reimportable,Unity 导入／编译缓存；Editor 关闭后可重建，后续导入有时间与空间代价,0,Game/Library/PackageCache,False
Game/Library/PackageCache/com.unity.addressables@ce3e2b3f7c84/Tests/Editor/Build,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library\PackageCache\com.unity.addressables@ce3e2b3f7c84\Tests\Editor\Build,178256,26,178256,26,0,0,0,reimportable,Unity 导入／编译缓存；Editor 关闭后可重建，后续导入有时间与空间代价,0,Game/Library/PackageCache,False
Game/Library/PackageCache/com.unity.pipeline@9bb4172c603c/Editor/Commands/Build,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library\PackageCache\com.unity.pipeline@9bb4172c603c\Editor\Commands\Build,63211,8,63211,8,0,0,0,reimportable,Unity 导入／编译缓存；Editor 关闭后可重建，后续导入有时间与空间代价,0,Game/Library/PackageCache,False
Game/Library/PackageCache/com.unity.scriptablebuildpipeline@89e4d50eb709/Tests/Editor/Build,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library\PackageCache\com.unity.scriptablebuildpipeline@89e4d50eb709\Tests\Editor\Build,4076,2,4076,2,0,0,0,reimportable,Unity 导入／编译缓存；Editor 关闭后可重建，后续导入有时间与空间代价,0,Game/Library/PackageCache,False
Game/Library/PackageCache/com.unity.test-framework@76560ee600cb/UnityEditor.TestRunner/TestRun/Tasks/Player,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library\PackageCache\com.unity.test-framework@76560ee600cb\UnityEditor.TestRunner\TestRun\Tasks\Player,660,2,660,2,0,0,0,reimportable,Unity 导入／编译缓存；Editor 关闭后可重建，后续导入有时间与空间代价,0,Game/Library/PackageCache,False
Game/Library/PackageManager,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library\PackageManager,249968,3,249968,3,0,0,0,reimportable,Unity 导入／编译缓存；Editor 关闭后可重建，后续导入有时间与空间代价,0,Game/Library,False
Game/Library/Pipeline,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library\Pipeline,100466,1,100466,1,0,0,0,reimportable,Unity 导入／编译缓存；Editor 关闭后可重建，后续导入有时间与空间代价,0,Game/Library,False
Game/Library/PlayerDataCache,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library\PlayerDataCache,13632710,17,0,0,3,0,0,reimportable,Unity 导入／编译缓存；Editor 关闭后可重建，后续导入有时间与空间代价,0,Game/Library,False
Game/Library/ScriptAssemblies,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library\ScriptAssemblies,43080808,272,43080808,272,0,0,0,reimportable,Unity 导入／编译缓存；Editor 关闭后可重建，后续导入有时间与空间代价,0,Game/Library,False
Game/Library/Search,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library\Search,31813376,9,31813376,9,0,0,0,reimportable,Unity 导入／编译缓存；Editor 关闭后可重建，后续导入有时间与空间代价,0,Game/Library,False
Game/Library/ShaderCache,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library\ShaderCache,16950728,4299,7368,1,638,0,0,reimportable,Unity 导入／编译缓存；Editor 关闭后可重建，后续导入有时间与空间代价,0,Game/Library,False
Game/Library/SplashScreenCache,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library\SplashScreenCache,2810324,1,0,0,1,0,0,reimportable,Unity 导入／编译缓存；Editor 关闭后可重建，后续导入有时间与空间代价,0,Game/Library,False
Game/Library/StateCache,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library\StateCache,10534,11,0,0,15,0,0,reimportable,Unity 导入／编译缓存；Editor 关闭后可重建，后续导入有时间与空间代价,0,Game/Library,False
Game/Library/TempArtifacts,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library\TempArtifacts,0,0,0,0,2,0,0,reimportable,Unity 导入／编译缓存；Editor 关闭后可重建，后续导入有时间与空间代价,0,Game/Library,False
Game/Library/UCBPBlobStorage,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library\UCBPBlobStorage,0,0,0,0,1,0,0,reimportable,Unity 导入／编译缓存；Editor 关闭后可重建，后续导入有时间与空间代价,0,Game/Library,False
Game/Library/UCBPBlobStorage/temp,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library\UCBPBlobStorage\temp,0,0,0,0,0,0,0,reimportable,Unity 导入／编译缓存；Editor 关闭后可重建，后续导入有时间与空间代价,0,Game/Library/UCBPBlobStorage,False
Game/Library/UIElements,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library\UIElements,1432,1,0,0,1,0,0,reimportable,Unity 导入／编译缓存；Editor 关闭后可重建，后续导入有时间与空间代价,0,Game/Library,False
Game/Library/YYGCDependencyBackups,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Library\YYGCDependencyBackups,44098,2,0,0,1,0,0,retain_source,可能含依赖补丁或场景恢复备份；先确认有另一份完整来源，不按缓存清理,0,Game/Library,False
Game/Logs,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Logs,59882554,42,59882554,42,0,0,0,rebuildable,本机 Unity 中间产物；先保存日志与场景恢复备份，确认无活动进程,0,Game,False
Game/obj,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\obj,22118478,183,0,0,1,0,0,rebuildable,编译／Python 缓存；确认无占用及所需工具输出已保存后可清理,0,Game,False
Game/Packages,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Packages,22185,2,22185,2,0,0,0,retain_source,正式资源、依赖配置或用户设置；不能按内部 bin／build 等目录名判断可清理,2,Game,False
Game/ProjectSettings,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\ProjectSettings,60962,27,60962,27,0,0,0,retain_source,正式资源、依赖配置或用户设置；不能按内部 bin／build 等目录名判断可清理,27,Game,False
Game/Temp,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Temp,0,0,0,0,138,0,0,rebuildable,本机 Unity 中间产物；先保存日志与场景恢复备份，确认无活动进程,0,Game,False
Game/Temp/Bin,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\Temp\Bin,0,0,0,0,137,0,0,rebuildable,编译／Python 缓存；确认无占用及所需工具输出已保存后可清理,0,Game/Temp,False
Game/UserSettings,D:\Developer\MiniGames\Dark Nights\unity-projects\Game\UserSettings,235326,5,2542,3,1,0,0,retain_source,正式资源、依赖配置或用户设置；不能按内部 bin／build 等目录名判断可清理,0,Game,False
tools,D:\Developer\MiniGames\Dark Nights\unity-projects\tools,909443,105,182356,29,76,0,0,retain_source,仓库源码／配置；不属于自动清理范围,60,.,False
tools/ArchitectureGuard/bin,D:\Developer\MiniGames\Dark Nights\unity-projects\tools\ArchitectureGuard\bin,0,0,0,0,15,0,0,rebuildable,编译／Python 缓存；确认无占用及所需工具输出已保存后可清理,0,tools,False
tools/ArchitectureGuard/obj,D:\Developer\MiniGames\Dark Nights\unity-projects\tools\ArchitectureGuard\obj,145565,9,5950,5,4,0,0,rebuildable,编译／Python 缓存；确认无占用及所需工具输出已保存后可清理,0,tools,False
tools/CoreBuild/bin,D:\Developer\MiniGames\Dark Nights\unity-projects\tools\CoreBuild\bin,0,0,0,0,2,0,0,rebuildable,编译／Python 缓存；确认无占用及所需工具输出已保存后可清理,0,tools,False
tools/CoreBuild/obj,D:\Developer\MiniGames\Dark Nights\unity-projects\tools\CoreBuild\obj,6279,8,5918,5,2,0,0,rebuildable,编译／Python 缓存；确认无占用及所需工具输出已保存后可清理,0,tools,False
tools/CoreRegression/bin,D:\Developer\MiniGames\Dark Nights\unity-projects\tools\CoreRegression\bin,0,0,0,0,2,0,0,rebuildable,编译／Python 缓存；确认无占用及所需工具输出已保存后可清理,0,tools,False
tools/CoreRegression/obj,D:\Developer\MiniGames\Dark Nights\unity-projects\tools\CoreRegression\obj,148637,9,9022,5,4,0,0,rebuildable,编译／Python 缓存；确认无占用及所需工具输出已保存后可清理,0,tools,False
tools/LanSampleRules/bin,D:\Developer\MiniGames\Dark Nights\unity-projects\tools\LanSampleRules\bin,0,0,0,0,2,0,0,rebuildable,编译／Python 缓存；确认无占用及所需工具输出已保存后可清理,0,tools,False
tools/LanSampleRules/obj,D:\Developer\MiniGames\Dark Nights\unity-projects\tools\LanSampleRules\obj,145433,9,5818,5,4,0,0,rebuildable,编译／Python 缓存；确认无占用及所需工具输出已保存后可清理,0,tools,False
tools/NetworkReviewProbe/bin,D:\Developer\MiniGames\Dark Nights\unity-projects\tools\NetworkReviewProbe\bin,0,0,0,0,15,0,0,rebuildable,编译／Python 缓存；确认无占用及所需工具输出已保存后可清理,0,tools,False
tools/NetworkReviewProbe/obj,D:\Developer\MiniGames\Dark Nights\unity-projects\tools\NetworkReviewProbe\obj,151629,9,10170,5,4,0,0,rebuildable,编译／Python 缓存；确认无占用及所需工具输出已保存后可清理,0,tools,False
